Counter,Time,Latitude,Longitude,Speed(km/h),Ax,Ay,Az,Gx,Gy,Gz,Yaw
158823,195134,21.78721,39.067482,0,-0.043,-0.196,0.978,0.061,-0.427,-0.129,357.85
158899,195134,21.78721,39.067482,0,-0.032,-0.213,0.984,-0.122,-0.061,-0.007,357.856
159005,195134,21.78721,39.067482,0,-0.031,-0.212,0.964,-0.61,0,-0.007,357.853
159111,195134,21.78721,39.067482,0,-0.032,-0.208,0.982,-0.732,-0.305,-0.007,357.851
159217,195134,21.78721,39.067482,0,-0.042,-0.2,0.984,-0.244,-0.488,-0.007,357.852
159324,195135,21.78721,39.067482,0,-0.038,-0.203,0.98,-0.061,-0.244,-0.068,357.849
159430,195135,21.78721,39.067482,0,-0.029,-0.217,0.976,-0.366,0.061,-0.007,357.847
159536,195135,21.78721,39.067482,0,-0.031,-0.207,0.976,-0.793,0,-0.068,357.846
159642,195135,21.78721,39.067482,0,-0.041,-0.203,0.98,-0.488,-0.488,0.115,357.845
159748,195135,21.78721,39.067482,0,-0.042,-0.198,0.974,0.122,-0.549,-0.068,357.844
159854,195135,21.78721,39.067482,0,-0.031,-0.21,0.979,-0.244,-0.122,-0.007,357.841
159960,195135,21.78721,39.067482,0,-0.023,-0.217,0.979,-0.854,0.305,-0.007,357.83
160066,195135,21.78721,39.067482,0,-0.029,-0.214,0.975,-0.916,-0.061,0.054,357.828
160172,195135,21.78721,39.067482,0,-0.041,-0.21,0.986,-0.427,-0.244,-0.068,357.826
160278,195136,21.78721,39.067482,0,-0.045,-0.197,0.979,-0.061,-0.488,-0.068,357.823
160384,195136,21.78721,39.067482,0,-0.041,-0.199,0.975,-0.061,-0.305,-0.068,357.821
160490,195136,21.78721,39.067482,0,-0.027,-0.219,0.985,-0.427,0.061,0.115,357.824
160596,195136,21.78721,39.067482,0,-0.027,-0.21,0.97,-0.793,0.183,-0.007,357.82
160703,195136,21.78721,39.067482,0,-0.032,-0.209,0.987,-0.793,0.122,-0.007,357.82
160810,195136,21.78721,39.067482,0,-0.037,-0.208,0.992,-0.366,-0.366,-0.007,357.82
160916,195136,21.78721,39.067482,0,-0.027,-0.199,0.998,-0.244,-0.305,-0.129,357.819
161022,195136,21.78721,39.067482,0,-0.031,-0.207,0.999,-0.977,0.122,-0.068,357.815
161128,195136,21.78721,39.067482,0,-0.034,-0.207,0.999,-0.732,-0.122,-0.068,357.812
161234,195136,21.78721,39.067482,0,-0.026,-0.206,0.99,-0.549,-0.122,-0.129,357.81
161335,195137,21.787209,39.067482,0,-0.041,-0.208,0.98,-0.427,0.122,-0.129,357.813
161441,195137,21.787209,39.067482,0,-0.042,-0.197,0.968,-0.305,-0.732,-0.007,357.815
161547,195137,21.787209,39.067482,0,-0.032,-0.216,0.981,-0.366,-0.061,-0.129,357.813
161653,195137,21.787209,39.067482,0,-0.031,-0.209,0.985,-0.549,0,0.054,357.81
161759,195137,21.787209,39.067482,0,-0.03,-0.207,0.979,-0.549,-0.061,0.054,357.807
161865,195137,21.787209,39.067482,0,-0.043,-0.207,0.973,-0.244,-0.427,-0.068,357.804
161972,195137,21.787209,39.067482,0,-0.028,-0.194,0.989,-0.549,-0.061,-0.068,357.801
162075,195137,21.787209,39.067482,0,-0.034,-0.19,0.977,0,-0.732,0.054,357.79
162182,195137,21.787209,39.067482,0,-0.03,-0.188,0.963,0.061,-0.427,-0.007,357.788
162288,195138,21.787209,39.067482,0,-0.025,-0.217,0.968,-0.366,-0.122,-0.007,357.784
162394,195138,21.787209,39.067482,0,-0.027,-0.202,1.025,-0.244,0,-0.068,357.78
162500,195138,21.787209,39.067482,0,-0.039,-0.216,0.951,-0.549,0.183,-0.007,357.78
162606,195138,21.787209,39.067482,0,-0.039,-0.203,1.046,-0.183,-0.122,-0.068,357.777
162713,195138,21.787209,39.067482,0,-0.042,-0.213,0.938,-0.732,-0.122,-0.068,357.776
162820,195138,21.787209,39.067482,0,-0.039,-0.202,0.975,0.061,-0.488,0.054,357.771
162926,195138,21.787209,39.067482,0,-0.031,-0.224,0.985,-0.61,-0.183,-0.007,357.769
163032,195138,21.787209,39.067482,0,-0.039,-0.183,0.986,0.183,-0.244,-0.129,357.766
163139,195138,21.787209,39.067482,0,-0.02,-0.203,1.006,-0.549,-0.183,-0.068,357.765
163245,195138,21.787209,39.067482,0,-0.015,-0.224,0.996,-1.526,0.183,-0.068,357.761
163350,195139,21.787209,39.067482,0,-0.024,-0.229,0.977,-1.282,-0.061,0.054,357.756
163456,195139,21.787209,39.067482,0,-0.05,-0.216,0.948,-0.488,-0.305,0.054,357.75
163562,195139,21.787209,39.067482,0,-0.038,-0.199,0.954,0.427,-0.549,-0.068,357.749
163668,195139,21.787209,39.067482,0,0.007,-0.189,0.989,0.366,-0.61,-0.007,357.74
163774,195139,21.787209,39.067482,0,0.012,-0.192,1.017,-0.61,-0.183,0.054,357.743
163880,195139,21.787209,39.067482,0,0.014,-0.217,1.007,-2.014,0,-0.007,357.75
163987,195139,21.787209,39.067482,0,-0.015,-0.211,0.94,-1.038,-0.488,0.115,357.749
164091,195139,21.787209,39.067482,0,-0.035,-0.196,0.953,0.305,-0.671,0.115,357.759
164197,195139,21.787209,39.067482,0,-0.025,-0.189,0.992,0.122,-0.549,0.115,357.768
164304,195140,21.787209,39.067482,0,-0.022,-0.2,1.02,-0.854,0,0.115,357.775
164410,195140,21.787209,39.067482,0,-0.02,-0.236,1.01,-2.014,0.122,0.237,357.793
164516,195140,21.787209,39.067482,0,-0.047,-0.217,0.945,-1.038,-0.427,0.237,357.811
164622,195140,21.787209,39.067482,0,-0.05,-0.194,0.958,0.732,-0.854,0.359,357.832
164723,195140,21.787209,39.067482,0,-0.021,-0.227,1.014,-1.16,0,0.298,357.862
164830,195140,21.787209,39.067482,0,-0.012,-0.225,0.968,-1.343,-0.427,0.42,357.897
164936,195140,21.787209,39.067482,0,0.007,-0.203,0.986,-0.793,-0.366,0.543,357.943
165042,195140,21.787209,39.067482,0,0.023,-0.203,0.97,-0.854,-0.977,0.909,358.011
165148,195140,21.787209,39.067482,0,0.068,-0.188,0.983,-1.404,-1.16,1.275,358.125
165254,195140,21.787209,39.067482,0,0.06,-0.168,1.003,-0.61,-1.099,1.519,358.277
165358,195141,21.787209,39.067482,0,0.063,-0.193,0.983,-1.526,-1.404,2.252,358.494
165465,195141,21.787209,39.067482,0,0.066,-0.16,0.996,-1.099,-0.916,3.472,358.806
165571,195141,21.787209,39.067482,0,0.083,-0.185,0.958,-1.587,-1.099,4.632,359.251
165677,195141,21.787209,39.067482,0,0.051,-0.159,1.001,-1.404,-1.099,5.303,359.777
165784,195141,21.787209,39.067482,0,0.056,-0.191,0.967,-1.465,-1.282,6.158,0.386
165890,195141,21.787209,39.067482,0,0.126,-0.214,0.912,1.465,-0.061,8.477,1.168
165997,195141,21.787209,39.067482,0,0.072,-0.205,1.075,-0.854,1.404,8.172,2.105
166103,195141,21.787209,39.067482,0,0.02,-0.117,1.03,0.061,-0.244,7.012,2.855
166209,195141,21.787209,39.067482,0,0.058,-0.146,0.965,-1.953,-0.427,9.332,3.725
166316,195142,21.787203,39.067478,3.01,0.112,-0.206,0.952,-0.305,0.122,10.919,4.854
166422,195142,21.787203,39.067478,3.01,0.095,-0.233,0.954,2.808,1.953,9.759,5.951
166528,195142,21.787203,39.067478,3.01,0.064,-0.192,1.007,4.456,3.601,9.576,6.987
166634,195142,21.787203,39.067478,3.01,0.033,-0.138,0.93,4.333,3.723,9.698,7.975
166747,195142,21.787203,39.067478,3.01,-0.004,-0.065,1.081,2.136,2.319,10.125,9.059
166845,195142,21.787203,39.067478,3.01,0.01,-0.158,0.933,-2.808,0.305,8.416,10.01
166951,195142,21.787203,39.067478,3.01,-0.009,-0.114,1.005,-0.793,-0.122,7.806,10.852
167057,195142,21.787203,39.067478,3.01,0.002,-0.255,0.962,0.244,1.038,7.501,11.677
167163,195142,21.787203,39.067478,3.01,-0.043,-0.183,1.035,1.099,1.282,6.28,12.416
167270,195142,21.787203,39.067478,3.01,0.041,-0.151,0.934,3.906,1.648,5.669,13.043
167377,195143,21.787189,39.067471,9.59,0.012,-0.144,0.961,1.709,2.869,4.815,13.568
167483,195143,21.787189,39.067471,9.59,-0.053,-0.157,1.023,1.282,-0.366,4.449,14.009
167590,195143,21.787189,39.067471,9.59,-0.026,-0.165,1.042,4.089,-2.991,6.463,14.62
167696,195143,21.787189,39.067471,9.59,0.018,-0.121,1.042,2.93,-1.526,6.097,15.303
167802,195143,21.787189,39.067471,9.59,-0.056,-0.124,1.055,3.54,-1.221,6.097,15.956
167909,195143,21.787189,39.067471,9.59,-0.039,-0.077,1.023,4.7,-1.526,6.402,16.641
168015,195143,21.787189,39.067471,9.59,-0.064,-0.137,0.928,6.226,-2.014,6.829,17.361
168122,195143,21.787189,39.067471,9.59,-0.038,-0.045,0.987,3.418,-3.113,6.036,18.05
168228,195143,21.787189,39.067471,9.59,-0.016,-0.029,1.011,1.038,-2.075,6.768,18.701
168334,195144,21.787169,39.067455,12.5,-0.014,-0.027,1.01,0.854,-2.625,6.951,19.466
168441,195144,21.787169,39.067455,12.5,-0.033,-0.125,0.926,2.197,-3.052,5.669,20.124
168547,195144,21.787169,39.067455,12.5,-0.043,-0.141,0.974,2.136,-2.319,5.486,20.712
168653,195144,21.787169,39.067455,12.5,-0.039,0.03,1.013,2.014,-1.526,5.303,21.273
168760,195144,21.787169,39.067455,12.5,-0.062,-0.037,1.045,2.808,1.404,5.669,21.876
168866,195144,21.787169,39.067455,12.5,-0.078,-0.041,0.967,1.831,-0.061,5.669,22.489
168972,195144,21.787169,39.067455,12.5,-0.065,-0.002,0.929,-0.244,-0.305,4.754,23.062
169078,195144,21.787169,39.067455,12.5,-0.069,0.008,0.961,-2.808,-0.549,4.266,23.538
169184,195144,21.787169,39.067455,12.5,-0.094,-0.076,0.993,-4.395,-2.563,4.449,23.979
169290,195144,21.787169,39.067455,12.5,-0.02,-0.178,0.916,0.183,-1.831,5.12,24.515
169397,195145,21.78714,39.067436,13,0.012,-0.021,0.997,2.441,0.061,4.144,24.977
169503,195145,21.78714,39.067436,13,-0.112,-0.009,0.912,2.502,-0.916,3.594,25.384
169610,195145,21.78714,39.067436,13,-0.04,0.037,0.97,-0.061,0.732,4.205,25.827
169716,195145,21.78714,39.067436,13,-0.048,-0.01,0.984,-3.601,0.793,4.937,26.32
169822,195145,21.78714,39.067436,13,-0.06,-0.055,1.028,-3.601,0.61,4.998,26.832
169929,195145,21.78714,39.067436,13,-0.057,-0.092,0.967,-2.441,-0.793,5.669,27.389
170035,195145,21.78714,39.067436,13,-0.003,-0.097,1.081,-4.761,0.671,6.768,28.096
170141,195145,21.78714,39.067436,13,-0.061,-0.033,0.907,0.183,-0.061,6.89,28.829
170248,195145,21.78714,39.067436,13,-0.083,-0.095,0.904,-1.648,-1.343,7.928,29.617
170354,195146,21.787109,39.067425,13.17,-0.042,-0.008,0.974,-0.122,1.282,9.087,30.536
170460,195146,21.787109,39.067425,13.17,-0.062,-0.022,1.033,-2.869,0.916,9.637,31.532
170567,195146,21.787109,39.067425,13.17,-0.055,-0.039,0.906,-0.854,-0.122,10.064,32.594
170671,195146,21.787109,39.067425,13.17,-0.034,0.015,1.06,0.244,-0.671,10.491,33.701
170777,195146,21.787109,39.067425,13.17,-0.004,0.024,1.041,0,0.244,11.102,34.848
170884,195146,21.787109,39.067425,13.17,-0.006,0.011,0.966,-2.319,0.61,11.468,36.058
170990,195146,21.787109,39.067425,13.17,-0.005,-0.035,1.085,-1.953,0.977,12.139,37.304
171097,195146,21.787109,39.067425,13.17,0.004,0.031,0.986,-0.671,-1.16,12.75,38.643
171203,195146,21.787109,39.067425,13.17,0.022,0.052,0.945,-2.136,0.549,12.628,39.987
171309,195147,21.787077,39.067413,13.49,-0.031,-0.034,0.968,-3.296,-0.671,13.482,41.365
171416,195147,21.787077,39.067413,13.49,0.098,-0.048,1.161,-2.747,-0.061,13.421,42.772
171522,195147,21.787077,39.067413,13.49,-0.036,-0.002,1.011,0.61,-0.122,13.482,44.183
171628,195147,21.787077,39.067413,13.49,-0.028,0.044,0.954,-2.808,-0.671,13.36,45.588
171735,195147,21.787077,39.067413,13.49,-0.027,-0.04,1.071,-2.075,0.793,14.825,47.101
171841,195147,21.787077,39.067413,13.49,-0.056,0.092,1.011,0.732,-1.709,15.496,48.727
171947,195147,21.787077,39.067413,13.49,0.008,-0.031,1.017,-4.639,-0.183,15.435,50.331
172055,195147,21.787077,39.067413,13.49,0.008,0.039,0.957,-2.686,0.854,16.778,52.119
172161,195147,21.787077,39.067413,13.49,-0.131,-0.043,0.937,5.127,-1.465,16.168,53.873
172268,195147,21.787077,39.067413,13.49,0.024,0.118,1.06,2.319,-1.526,14.825,55.518
172374,195148,21.787041,39.067413,15.5,0.064,0.094,1.034,-5.31,1.892,15.252,57.121
172480,195148,21.787041,39.067413,15.5,-0.23,0.041,0.749,-14.343,1.526,13.421,58.622
172587,195148,21.787041,39.067413,15.5,0.021,-0.088,0.937,-8.362,-0.793,14.459,60.052
172695,195148,21.787041,39.067413,15.5,-0.149,-0.23,0.847,4.028,-1.831,15.13,61.736
172801,195148,21.787041,39.067413,15.5,0.055,-0.01,1.031,10.376,3.113,15.679,63.415
172908,195148,21.787041,39.067413,15.5,-0.077,0.17,0.976,4.883,1.038,13.787,64.995
173014,195148,21.787041,39.067413,15.5,-0.134,0.15,0.95,-7.385,0.122,11.651,66.332
173120,195148,21.787041,39.067413,15.5,-0.046,0.036,0.915,-7.812,-2.869,13.665,67.669
173227,195148,21.787041,39.067413,15.5,-0.038,-0.163,1.006,-3.479,-4.028,15.557,69.284
173333,195149,21.787001,39.067425,17.15,0.164,-0.111,1.035,1.404,-2.625,14.581,70.865
173439,195149,21.787001,39.067425,17.15,-0.138,0.092,0.971,4.822,1.038,12.811,72.262
173546,195149,21.787001,39.067425,17.15,-0.146,0.075,0.982,1.404,0.732,13.238,73.672
173652,195149,21.787001,39.067425,17.15,0.025,0.02,1.089,-2.991,0.793,12.811,75.062
173759,195149,21.787001,39.067425,17.15,-0.049,-0.036,0.943,-2.93,0.061,12.078,76.392
173865,195149,21.787001,39.067425,17.15,-0.095,-0.04,1.154,-3.723,1.221,11.468,77.636
173971,195149,21.787001,39.067425,17.15,0.025,-0.036,1.038,0.793,-1.465,11.651,78.868
174075,195149,21.787001,39.067425,17.15,0.053,-0.04,1.229,-1.404,2.38,11.163,80.027
174181,195149,21.787001,39.067425,17.15,-0.082,-0.01,1.006,-0.793,0.61,9.82,81.112
174287,195149,21.787001,39.067425,17.15,-0.019,-0.009,0.989,-1.465,1.099,9.82,82.138
174394,195150,21.786961,39.067444,18.29,-0.055,-0.017,0.925,0.122,-0.793,8.477,83.137
174500,195150,21.786961,39.067444,18.29,-0.007,-0.043,0.983,-1.404,-1.892,7.867,84.021
174606,195150,21.786961,39.067444,18.29,0.185,-0.016,1.15,-0.671,0.305,7.317,84.806
174713,195150,21.786961,39.067444,18.29,-0.006,-0.113,1.047,-3.601,0.732,6.463,85.534
174817,195150,21.786961,39.067444,18.29,-0.157,-0.091,0.947,0.671,-1.709,5.181,86.112
174923,195150,21.786961,39.067444,18.29,-0.135,-0.144,0.895,2.869,-1.953,4.205,86.577
175030,195150,21.786961,39.067444,18.29,-0.032,-0.042,1.065,0.671,-1.587,3.716,86.996
175136,195150,21.786961,39.067444,18.29,0.073,-0.067,0.95,0.122,2.747,3.472,87.358
175243,195150,21.786961,39.067444,18.29,-0.208,-0.042,0.968,-0.305,-0.427,3.228,87.721
175349,195151,21.786922,39.067474,18.97,-0.248,-0.119,0.815,2.075,-3.052,3.35,88.064
175452,195151,21.786922,39.067474,18.97,-0.062,-0.136,1.209,-1.465,-1.343,3.472,88.439
175561,195151,21.786922,39.067474,18.97,0.25,-0.157,1.129,-1.404,-0.793,2.679,88.744
175667,195151,21.786922,39.067474,18.97,0.026,-0.033,1.083,-1.221,0.732,2.19,88.967
175773,195151,21.786922,39.067474,18.97,0.054,-0.15,0.94,-2.686,1.099,2.557,89.212
175880,195151,21.786922,39.067474,18.97,0.039,-0.075,0.979,-0.305,1.709,2.923,89.507
175982,195151,21.786922,39.067474,18.97,-0.021,0.01,0.992,0.183,0.305,1.763,89.729
176088,195151,21.786922,39.067474,18.97,-0.244,-0.221,0.889,-0.854,0.488,2.129,89.929
176195,195151,21.786922,39.067474,18.97,-0.088,-0.068,0.966,0.244,-0.427,1.702,90.179
176301,195151,21.786922,39.067474,18.97,-0.037,-0.056,0.968,1.526,-0.305,2.129,90.403
176407,195152,21.786882,39.067505,20.39,-0.008,-0.036,1.021,0.793,0.916,1.702,90.586
176514,195152,21.786882,39.067505,20.39,0.053,-0.12,1.123,-2.93,0.488,1.702,90.761
176616,195152,21.786882,39.067505,20.39,-0.062,-0.055,0.909,0.671,-0.977,1.092,90.935
176723,195152,21.786882,39.067505,20.39,-0.057,-0.106,0.884,3.601,-0.122,1.763,91.106
176829,195152,21.786882,39.067505,20.39,0.131,-0.107,1.059,-0.061,0.671,1.458,91.296
176935,195152,21.786882,39.067505,20.39,-0.066,-0.04,0.802,-0.427,0.122,1.214,91.432
177042,195152,21.786882,39.067505,20.39,0.046,-0.067,1.091,-2.319,1.526,1.458,91.584
177148,195152,21.786882,39.067505,20.39,-0.124,-0.113,0.785,1.587,-0.61,0.848,91.686
177254,195152,21.786882,39.067505,20.39,0.055,-0.053,1.059,-2.991,1.038,0.359,91.728
177358,195153,21.78684,39.067543,22.09,-0.031,-0.116,0.91,0.61,0.549,0.543,91.786
177464,195153,21.78684,39.067543,22.09,-0.049,-0.123,1.075,-2.014,1.77,0.115,91.84
177570,195153,21.78684,39.067543,22.09,-0.008,-0.095,1.097,-1.953,0.732,0.604,91.864
177677,195153,21.78684,39.067543,22.09,0.043,-0.116,1.074,-2.686,-0.061,0.359,91.896
177783,195153,21.78684,39.067543,22.09,-0.07,-0.023,0.976,0.61,0.488,0.115,91.918
177889,195153,21.78684,39.067543,22.09,-0.067,-0.135,0.931,-0.671,-1.526,0.359,91.947
177997,195153,21.78684,39.067543,22.09,-0.052,-0.089,0.971,1.343,-0.916,0.054,91.969
178103,195153,21.78684,39.067543,22.09,0.067,-0.093,1.053,-1.831,0.793,-0.373,91.93
178210,195153,21.78684,39.067543,22.09,-0.022,-0.239,1,-1.953,-0.183,-0.129,91.868
178316,195154,21.786797,39.067581,23.27,0.017,-0.086,1.05,0.549,-0.122,-0.251,91.833
178422,195154,21.786797,39.067581,23.27,-0.058,-0.068,0.957,-0.183,-1.099,-0.922,91.762
178529,195154,21.786797,39.067581,23.27,-0.245,-0.075,0.886,1.404,-1.709,-0.739,91.697
178636,195154,21.786797,39.067581,23.27,-0.188,-0.01,0.809,5.493,-1.465,-0.617,91.608
178742,195154,21.786797,39.067581,23.27,-0.059,-0.134,0.896,0.671,-2.563,-0.678,91.554
178849,195154,21.786797,39.067581,23.27,0.092,-0.114,1.073,1.221,-0.61,-0.556,91.491
178955,195154,21.786797,39.067581,23.27,-0.079,-0.125,0.974,-0.977,-0.549,-0.739,91.396
179061,195154,21.786797,39.067581,23.27,-0.009,-0.141,1.026,-0.61,0.061,-0.129,91.356
179168,195154,21.786797,39.067581,23.27,-0.103,-0.113,0.965,1.221,2.014,-0.678,91.301
179274,195154,21.786797,39.067581,23.27,-0.006,-0.074,0.994,-0.183,-0.366,-0.617,91.222
179382,195155,21.786751,39.067623,24.34,0.002,-0.116,0.872,-3.174,-1.587,-1.044,91.125
179489,195155,21.786751,39.067623,24.34,-0.066,-0.1,1.006,-1.648,-2.136,-0.922,91.05
179595,195155,21.786751,39.067623,24.34,0.019,-0.207,1.12,-0.427,-1.282,-0.373,90.984
179702,195155,21.786751,39.067623,24.34,0.011,-0.114,0.944,0.671,-2.563,-0.312,90.937
179809,195155,21.786751,39.067623,24.34,-0.194,-0.03,0.983,2.136,-2.93,-0.8,90.84
179915,195155,21.786751,39.067623,24.34,-0.088,-0.069,0.8,3.54,-0.488,-0.556,90.772
180020,195155,21.786751,39.067623,24.34,-0.078,-0.013,0.986,0.854,1.953,-0.8,90.726
180127,195155,21.786751,39.067623,24.34,-0.016,-0.028,1.085,-1.099,0.549,-1.044,90.641
180233,195155,21.786751,39.067623,24.34,0.039,-0.098,0.926,2.991,-0.549,-1.166,90.537
180340,195156,21.786701,39.067665,25.51,-0.154,-0.068,1.045,-3.662,2.563,-0.678,90.47
180446,195156,21.786701,39.067665,25.51,-0.141,-0.067,0.811,4.517,-2.258,-0.861,90.404
180553,195156,21.786701,39.067665,25.51,-0.158,-0.21,0.899,-0.61,1.404,-1.166,90.321
180661,195156,21.786701,39.067665,25.51,-0.143,-0.053,0.894,-1.038,-2.197,-0.8,90.25
180767,195156,21.786701,39.067665,25.51,-0.218,-0.059,0.953,1.038,0.61,-0.373,90.176
180874,195156,21.786701,39.067665,25.51,-0.345,-0.096,0.841,0.183,-1.465,-0.8,90.109
180980,195156,21.786701,39.067665,25.51,-0.268,-0.167,0.842,2.38,-2.319,-0.8,90.043
181086,195156,21.786701,39.067665,25.51,-0.005,-0.211,0.985,2.808,-2.93,-0.495,89.969
181193,195156,21.786701,39.067665,25.51,-0.01,-0.113,1.092,0.854,-3.113,-0.434,89.902
181300,195156,21.786701,39.067665,25.51,-0.123,-0.115,0.912,1.404,-1.343,-0.983,89.815
181408,195157,21.78665,39.067707,25.77,-0.279,-0.107,0.964,0.244,-1.831,-0.8,89.762
181515,195157,21.78665,39.067707,25.77,-0.107,-0.106,0.98,2.014,0.122,-0.556,89.702
181622,195157,21.78665,39.067707,25.77,-0.085,-0.127,1.085,1.282,2.197,-0.861,89.629
181729,195157,21.78665,39.067707,25.77,0.067,-0.104,1.03,1.404,1.16,-0.8,89.554
181835,195157,21.78665,39.067707,25.77,-0.117,-0.206,0.995,-3.967,-0.854,-1.289,89.423
181941,195157,21.78665,39.067707,25.77,-0.01,-0.185,1,-1.831,-0.549,-0.251,89.346
182050,195157,21.78665,39.067707,25.77,0.121,-0.119,1.082,-2.808,0.122,0.115,89.298
182156,195157,21.78665,39.067707,25.77,-0.031,-0.104,1.033,-0.061,1.77,-0.373,89.257
182262,195157,21.78665,39.067707,25.77,-0.042,-0.1,0.931,0.061,0.305,-0.678,89.194
182369,195158,21.786598,39.067749,26.04,-0.14,-0.057,1.008,4.028,-2.075,-0.922,89.103
182476,195158,21.786598,39.067749,26.04,-0.012,-0.101,0.952,3.601,0.366,-0.312,89.045
182582,195158,21.786598,39.067749,26.04,-0.061,-0.142,0.988,-2.747,0.61,-0.739,88.979
182689,195158,21.786598,39.067749,26.04,-0.037,-0.139,1.03,-0.732,-0.793,0.298,88.945
182796,195158,21.786598,39.067749,26.04,-0.088,0.076,0.934,5.493,-1.282,0.543,89.009
182902,195158,21.786598,39.067749,26.04,-0.005,-0.006,0.925,-0.366,-0.671,0.848,89.106
183009,195158,21.786598,39.067749,26.04,-0.09,-0.032,0.915,-1.16,-0.183,0.909,89.212
183115,195158,21.786598,39.067749,26.04,-0.03,-0.084,1.061,-1.465,0.183,1.275,89.313
183222,195158,21.786598,39.067749,26.04,-0.071,-0.112,0.868,-1.282,0.488,0.97,89.433
183329,195158,21.786598,39.067749,26.04,-0.149,-0.101,0.925,1.465,0.244,0.97,89.535
183438,195159,21.786545,39.067795,26.46,-0.083,-0.094,1.064,-0.61,-0.122,0.787,89.627
183544,195159,21.786545,39.067795,26.46,-0.078,-0.039,0.944,0.305,-2.197,0.665,89.708
183650,195159,21.786545,39.067795,26.46,-0.036,-0.097,0.954,0.366,-1.099,0.726,89.787
183756,195159,21.786545,39.067795,26.46,-0.098,0.031,0.948,-1.648,-0.305,0.604,89.881
183863,195159,21.786545,39.067795,26.46,-0.069,0.003,1.085,-2.869,2.625,0.237,89.914
183970,195159,21.786545,39.067795,26.46,0.082,-0.115,1.131,1.282,1.099,0.665,89.965
184075,195159,21.786545,39.067795,26.46,0.017,-0.102,1.013,-3.662,0.793,0.359,90.04
184182,195159,21.786545,39.067795,26.46,-0.055,-0.108,1.042,0.122,-0.244,0.298,90.097
184289,195159,21.786545,39.067795,26.46,-0.1,-0.125,1.036,-2.563,0.061,0.237,90.124
184396,195200,21.786491,39.067837,26.77,-0.033,-0.121,0.92,0.671,-1.221,0.726,90.161
184503,195200,21.786491,39.067837,26.77,-0.108,-0.086,0.938,2.197,0.671,0.604,90.233
184610,195200,21.786491,39.067837,26.77,-0.052,0.026,1.022,2.38,0.916,0.176,90.278
184718,195200,21.786491,39.067837,26.77,-0.042,-0.128,1.283,-1.77,1.343,0.482,90.299
184825,195200,21.786491,39.067837,26.77,-0.186,-0.115,1.018,0.793,-0.427,0.054,90.358
184932,195200,21.786491,39.067837,26.77,-0.038,-0.073,1.007,-0.183,-1.587,0.298,90.405
185039,195200,21.786491,39.067837,26.77,-0.101,-0.059,0.867,-0.916,-1.221,0.176,90.453
185145,195200,21.786491,39.067837,26.77,-0.159,-0.055,0.808,-0.488,-0.854,0.482,90.504
185251,195200,21.786491,39.067837,26.77,-0.052,-0.111,1.029,-3.479,0.977,0.726,90.578
185358,195200,21.786491,39.067837,26.77,-0.122,-0.056,0.986,-3.357,0.427,0.604,90.627
185463,195201,21.786438,39.067883,26.97,0.062,-0.221,1.017,-1.221,0.549,1.458,90.721
185570,195201,21.786438,39.067883,26.97,-0.018,-0.16,1.061,-2.747,0.244,1.702,90.862
185677,195201,21.786438,39.067883,26.97,-0.15,-0.117,0.936,-1.343,-1.709,1.58,91.017
185783,195201,21.786438,39.067883,26.97,-0.172,-0.046,0.97,-1.282,-1.038,1.153,91.162
185890,195201,21.786438,39.067883,26.97,-0.181,-0.022,0.997,-0.122,-2.136,2.068,91.335
185997,195201,21.786438,39.067883,26.97,-0.008,-0.104,1.146,-0.793,2.808,1.946,91.563
186101,195201,21.786438,39.067883,26.97,-0.102,-0.033,0.892,-0.977,-1.709,1.519,91.755
186208,195201,21.786438,39.067883,26.97,-0.025,-0.028,1.17,-2.686,1.038,1.397,91.895
186315,195201,21.786438,39.067883,26.97,-0.048,-0.162,1.019,0.793,-0.183,1.824,92.064
186421,195201,21.786438,39.067883,26.97,-0.13,-0.041,0.934,1.282,-1.221,1.885,92.293
186528,195202,21.786385,39.067928,27.33,-0.097,-0.123,1.089,-2.136,-0.244,1.641,92.482
186635,195202,21.786385,39.067928,27.33,-0.051,-0.125,1.041,-0.916,0.427,1.458,92.631
186741,195202,21.786385,39.067928,27.33,-0.13,-0.158,0.937,1.587,1.282,1.214,92.767
186845,195202,21.786385,39.067928,27.33,-0.069,-0.155,0.956,-1.953,-0.916,0.543,92.818
186952,195202,21.786385,39.067928,27.33,-0.047,-0.118,1.029,-3.174,1.77,-1.044,92.763
187058,195202,21.786385,39.067928,27.33,-0.003,-0.209,1.116,-2.686,1.343,-1.899,92.578
187165,195202,21.786385,39.067928,27.33,-0.029,-0.282,1.008,-0.977,0.854,-1.899,92.372
187272,195202,21.786385,39.067928,27.33,-0.081,-0.196,0.988,0.244,-2.441,-2.57,92.104
187379,195202,21.786385,39.067928,27.33,-0.059,-0.14,0.934,-0.122,0.61,-3.059,91.786
187483,195203,21.786331,39.067978,27.56,-0.048,-0.1,1.044,0.183,0.671,-2.875,91.461
187589,195203,21.786331,39.067978,27.56,-0.021,-0.227,0.987,0.305,0.793,-2.57,91.164
187696,195203,21.786331,39.067978,27.56,-0.073,-0.164,1.027,-3.723,0.916,-3.425,90.835
187803,195203,21.786331,39.067978,27.56,0.049,-0.24,0.964,-0.61,-0.488,-3.12,90.476
187911,195203,21.786331,39.067978,27.56,-0.081,-0.133,1.009,-1.16,1.587,-3.059,90.148
