Counter,Time,Latitude,Longitude,Speed(km/h),Ax,Ay,Az,Gx,Gy,Gz,Yaw,Pitch,Roll,acceleration_magnitude,distance
49,1900-01-01 21:52:21.300,21.797159,39.075062,0.0,34,252,17136,-1,0,0,0.07,0.02,-0.06,16214.556793202828,0.0
50,1900-01-01 21:52:21.400,21.797159,39.075062,0.0,58,198,16214,-1,1,-2,0.07,0.01,-0.03,16214.041568961145,0.0
51,1900-01-01 21:52:21.500,21.797159,39.075062,0.0,-32,-130,16516,1,2,0,0.08,0.01,-0.04,16406.03230522237,0.0
52,1900-01-01 21:52:21.600,21.797159,39.075062,0.0,-130,-18,15686,4,-1,-2,0.08,0.02,-0.06,16406.03230522237,0.0
53,1900-01-01 21:52:21.700,21.797159,39.075062,0.0,-154,6,16406,1,0,-1,0.08,0.01,-0.05,16516.03209006328,0.0
54,1900-01-01 21:52:21.800,21.797159,39.075058,0.0,90,62,16986,-3,-2,1,0.08,0.02,-0.04,16406.002194319004,0.000413
55,1900-01-01 21:52:21.900,21.797159,39.075058,0.0,-6,192,16672,-2,0,-1,0.08,0.03,-0.04,16406.24795619035,0.0
56,1900-01-01 21:52:22.000,21.797161,39.075058,0.0,180,-124,16042,-4,0,1,0.08,0.01,-0.04,16042.731687589867,0.000222
57,1900-01-01 21:52:22.100,21.797161,39.075058,0.0,164,-234,15654,-2,2,0,0.08,0.02,-0.04,16042.678704007008,0.0
58,1900-01-01 21:52:22.200,21.797161,39.075058,0.0,80,-256,15674,-1,2,0,0.08,0.02,-0.03,16042.678704007008,0.0
59,1900-01-01 21:52:22.300,21.797161,39.075058,0.0,-76,-8,16920,3,-3,0,0.08,0.01,-0.05,16356.14331069522,0.0
60,1900-01-01 21:52:22.400,21.797161,39.075058,0.0,-74,230,16892,-2,-2,1,0.08,0.02,-0.06,16356.050868103828,0.0
61,1900-01-01 21:52:22.500,21.797161,39.075058,0.0,68,358,16356,-2,3,-1,0.08,0.03,-0.06,16892.532314605764,0.0
62,1900-01-01 21:52:22.600,21.797161,39.075058,0.0,40,-252,15930,-2,1,-1,0.09,0.02,-0.04,16356.560029541664,0.0
63,1900-01-01 21:52:22.700,21.797161,39.075058,0.0,44,128,16934,-5,-3,1,0.09,0.02,-0.06,16118.408606310984,0.0
64,1900-01-01 21:52:22.800,21.797161,39.075058,0.0,168,106,16118,-1,-1,0,0.09,0.01,-0.06,16118.050750633589,0.0
65,1900-01-01 21:52:22.900,21.797161,39.075058,0.0,-86,-62,15672,0,-1,0,0.09,0.01,-0.06,16118.061173726821,0.0
66,1900-01-01 21:52:23.000,21.797161,39.075058,0.0,20,-6,17466,1,3,0,0.09,0.03,-0.06,16094.131849838934,0.0
67,1900-01-01 21:52:23.100,21.797161,39.075058,0.0,156,-114,16094,-2,0,-1,0.09,0.02,-0.05,16094.131849838934,0.0
68,1900-01-01 21:52:23.200,21.797163,39.075058,0.0,-84,-100,15586,0,-2,-1,0.1,0.02,-0.06,16252.015998023138,0.000222
69,1900-01-01 21:52:23.300,21.797163,39.075058,0.0,68,72,17508,-1,5,1,0.1,0.03,-0.06,16094.325708149441,0.0
70,1900-01-01 21:52:23.400,21.797163,39.075058,0.0,22,278,16252,-2,4,-1,0.1,0.02,-0.06,16252.039010536493,0.0
71,1900-01-01 21:52:23.500,21.797163,39.075058,0.0,-112,-130,15756,-1,0,1,0.1,0.03,-0.06,16256.083661202043,0.0
72,1900-01-01 21:52:23.600,21.797163,39.075058,0.0,44,28,17466,1,1,0,0.1,0.03,-0.06,16252.027196629964,0.0
73,1900-01-01 21:52:23.700,21.797163,39.075058,0.0,64,20,16256,-2,0,-1,0.1,0.03,-0.04,16256.071850234915,0.0
74,1900-01-01 21:52:23.800,21.797163,39.075058,0.0,-62,-168,15292,-1,-4,0,0.1,0.02,-0.04,16256.083661202043,0.0
75,1900-01-01 21:52:23.900,21.797163,39.075058,0.0,64,124,17548,5,1,-2,0.11,0.02,-0.04,16256.591155589784,0.0
76,1900-01-01 21:52:24.000,21.797163,39.075058,0.0,-68,344,16230,-4,-6,0,0.12,0.01,-0.03,16230.616131250224,0.0
77,1900-01-01 21:52:24.100,21.797163,39.075058,0.0,-132,350,17352,1,3,-2,0.13,0.03,-0.01,16231.010442976125,0.0
78,1900-01-01 21:52:24.200,21.797163,39.075058,0.0,-534,-470,15722,-6,-8,1,0.13,0.14,-0.05,16241.920452951368,0.0
79,1900-01-01 21:52:24.300,21.797163,39.075058,0.0,-646,-732,15076,-8,-4,7,0.11,0.29,-0.12,16717.58104511535,0.0
80,1900-01-01 21:52:24.400,21.797161,39.075058,0.0,-506,-362,16706,1,-1,10,0.05,0.42,-0.2,16187.960217396138,0.000222
81,1900-01-01 21:52:24.500,21.797161,39.075058,0.0,-430,-348,17176,-2,0,15,-0.01,0.52,-0.26,16716.63231634889,0.0
82,1900-01-01 21:52:24.600,21.797161,39.075058,0.0,-484,-274,16176,0,2,22,-0.12,0.62,-0.32,16713.77910587549,0.0
83,1900-01-01 21:52:24.700,21.797161,39.075058,0.0,-300,-236,16946,2,-3,26,-0.27,0.7,-0.37,16184.033860567642,0.0
84,1900-01-01 21:52:24.800,21.797161,39.075058,0.0,-398,-40,16072,-2,0,31,-0.45,0.77,-0.39,16182.61647571245,0.0
85,1900-01-01 21:52:24.900,21.797161,39.075058,0.0,-544,-298,15860,0,-6,38,-0.65,0.83,-0.43,16076.877930742648,0.0
86,1900-01-01 21:52:25.000,21.797161,39.075058,0.0,-192,20,16234,-6,3,41,-0.9,0.86,-0.45,16075.223419909285,0.0
87,1900-01-01 21:52:25.100,21.797161,39.075058,0.0,-318,-496,15768,0,-8,47,-1.16,0.87,-0.48,15865.94907340875,0.0
88,1900-01-01 21:52:25.200,21.797161,39.075058,0.0,-176,-50,17010,0,-3,54,-1.47,0.9,-0.52,16237.299898690053,0.0
89,1900-01-01 21:52:25.300,21.797161,39.075058,0.0,-574,-296,15756,-1,-3,58,-1.81,0.94,-0.52,16191.811387241392,0.0
90,1900-01-01 21:52:25.400,21.797161,39.075058,0.0,-256,-204,16866,-2,-4,60,-2.17,1.0,-0.53,16393.76442431695,0.0
91,1900-01-01 21:52:25.500,21.797159,39.075058,0.0,-286,-92,16188,-2,-4,69,-2.57,1.02,-0.57,16191.811387241392,0.000222
92,1900-01-01 21:52:25.600,21.797159,39.075062,0.0,-348,-316,16390,2,-1,78,-3.02,1.03,-0.62,16392.677145603764,0.000413
93,1900-01-01 21:52:25.700,21.797159,39.075062,0.0,-260,-142,16058,-2,-2,81,-3.51,1.05,-0.6,16392.355047399382,0.0
94,1900-01-01 21:52:25.800,21.797159,39.075062,0.0,-226,-98,16890,3,1,83,-4.0,1.07,-0.58,16392.373226595348,0.0
95,1900-01-01 21:52:25.900,21.797159,39.075062,0.0,-28,238,16572,0,-3,88,-4.54,1.04,-0.57,16574.347166630727,0.0
96,1900-01-01 21:52:26.000,21.797159,39.075062,0.0,-258,-106,16016,-1,-11,92,-5.09,1.03,-0.54,16573.830697819983,0.0
97,1900-01-01 21:52:26.100,21.797157,39.075062,0.0,-288,-166,16856,6,-1,94,-5.66,1.05,-0.53,16018.428637041774,0.000222
98,1900-01-01 21:52:26.200,21.797157,39.075062,0.0,-80,226,15518,1,-7,97,-6.24,1.02,-0.48,16018.694328814692,0.0
99,1900-01-01 21:52:26.300,21.797157,39.075062,0.0,-636,-192,15998,-5,-10,98,-6.84,1.07,-0.44,16001.453184008007,0.0
100,1900-01-01 21:52:26.400,21.797157,39.075062,0.0,-274,-44,16860,3,-1,105,-7.46,1.13,-0.45,16001.88863853264,0.0
101,1900-01-01 21:52:26.500,21.797157,39.075062,0.0,-350,-250,15202,2,-11,106,-8.1,1.15,-0.44,16081.589598046581,0.0
102,1900-01-01 21:52:26.600,21.797157,39.075062,0.0,-378,200,16974,-2,-10,112,-8.77,1.22,-0.39,16863.689869064838,0.0
103,1900-01-01 21:52:26.700,21.797157,39.075062,0.0,-504,-234,16076,2,-3,118,-9.48,1.27,-0.37,16082.145876716826,0.0
104,1900-01-01 21:52:26.800,21.797155,39.075062,0.0,-186,196,16878,-3,-8,116,-10.2,1.28,-0.35,16731.074562023805,0.000222
105,1900-01-01 21:52:26.900,21.797155,39.075062,0.0,-510,-318,15780,-1,-7,123,-10.91,1.32,-0.33,16081.330417599162,0.0
106,1900-01-01 21:52:27.000,21.797155,39.075062,0.0,-180,164,16726,-3,-2,126,-11.68,1.34,-0.33,16727.36942857424,0.0
107,1900-01-01 21:52:27.100,21.797155,39.075062,0.0,-414,4,16004,-2,-14,126,-12.45,1.34,-0.3,16289.406250689433,0.0
108,1900-01-01 21:52:27.200,21.797155,39.075066,0.0,-214,-72,17010,-3,0,134,-13.24,1.37,-0.32,16289.406250689433,0.000413
109,1900-01-01 21:52:27.300,21.797155,39.075066,0.0,-114,102,16288,-5,-8,136,-14.07,1.36,-0.34,16291.760494188466,0.0
110,1900-01-01 21:52:27.400,21.797155,39.075066,0.0,-548,-96,15674,-2,-10,135,-14.89,1.39,-0.33,16291.795481161676,0.0
111,1900-01-01 21:52:27.500,21.797155,39.075066,0.0,-350,238,16826,-4,-6,139,-15.73,1.42,-0.3,16292.079302532258,0.0
112,1900-01-01 21:52:27.600,21.797153,39.075066,0.0,-424,-34,15612,-5,-9,144,-16.6,1.42,-0.29,15882.58442445687,0.000222
113,1900-01-01 21:52:27.700,21.797153,39.075066,0.0,-184,152,17526,-2,-6,146,-17.47,1.43,-0.3,16521.583217113304,0.0
114,1900-01-01 21:52:27.800,21.797153,39.075066,0.0,-152,214,15878,0,-5,144,-18.45,1.44,-0.26,16520.837872214594,0.0
115,1900-01-01 21:52:27.900,21.797153,39.075066,0.0,-298,172,16518,2,-5,147,-19.34,1.42,-0.24,16520.483406970874,0.0
116,1900-01-01 21:52:28.000,21.797153,39.075066,0.0,-256,168,16610,-11,-8,149,-20.25,1.43,-0.21,16520.52456794275,0.0
117,1900-01-01 21:52:28.100,21.797153,39.075066,0.0,-232,-172,15650,0,-9,146,-21.05,1.41,-0.2,16520.879032303335,0.0
118,1900-01-01 21:52:28.200,21.797153,39.075066,0.0,-106,470,17622,0,-3,151,-21.97,1.4,-0.16,16034.558678055346,0.0
119,1900-01-01 21:52:28.300,21.797153,39.075066,0.0,-364,334,16032,-3,-10,153,-22.89,1.39,-0.15,16034.90105987561,0.0
120,1900-01-01 21:52:28.400,21.797153,39.075066,0.0,-214,66,15732,-1,-7,153,-23.83,1.38,-0.15,16034.787307600935,0.0
121,1900-01-01 21:52:28.500,21.797153,39.075066,0.0,-262,198,17176,3,-7,152,-24.76,1.38,-0.12,16035.363170193557,0.0
122,1900-01-01 21:52:28.600,21.797153,39.075066,0.0,-224,8,15896,-2,-3,156,-25.69,1.41,-0.07,16398.22600161371,0.0
123,1900-01-01 21:52:28.700,21.797153,39.075066,0.0,-288,238,16558,10,-15,159,-26.75,1.45,-0.06,16399.28852115237,0.0
124,1900-01-01 21:52:28.800,21.797153,39.075066,0.0,-370,-14,16396,7,-4,157,-27.71,1.5,-0.02,16398.57798713047,0.0
125,1900-01-01 21:52:28.900,21.797153,39.075066,0.0,24,352,15160,-2,0,159,-28.68,1.42,0.12,16562.879701307982,0.0
126,1900-01-01 21:52:29.000,21.797153,39.075066,0.0,-324,40,16778,3,-14,164,-29.67,1.38,0.12,16400.545478733322,0.0
127,1900-01-01 21:52:29.100,21.797153,39.075066,0.0,-360,270,17014,1,-6,159,-30.84,1.49,0.18,16781.247986964496,0.0
128,1900-01-01 21:52:29.200,21.797152,39.075066,0.0,-190,210,16052,15,-1,161,-32.02,1.51,0.21,16781.247986964496,0.000111
129,1900-01-01 21:52:29.300,21.797152,39.075066,0.0,-82,550,17832,4,-16,156,-33.37,1.49,0.36,16590.86326867894,0.0
130,1900-01-01 21:52:29.400,21.797152,39.075066,0.0,316,536,15666,3,2,150,-34.32,1.42,0.49,16338.317906075888,0.0
131,1900-01-01 21:52:29.500,21.797152,39.075066,0.0,646,1070,16582,7,-10,137,-35.18,1.16,0.67,16364.656794445767,0.0
132,1900-01-01 21:52:29.600,21.797152,39.075066,0.0,926,920,16326,7,-1,118,-36.02,0.9,0.95,16387.210012689775,0.0
133,1900-01-01 21:52:29.700,21.797152,39.075066,0.0,1204,1210,15284,6,-2,92,-36.59,0.59,1.22,16405.267202944302,0.0
134,1900-01-01 21:52:29.800,21.797152,39.075066,0.0,1750,1656,17148,-3,3,72,-36.87,0.33,1.41,16318.213872847726,0.0
135,1900-01-01 21:52:29.900,21.797152,39.075066,0.0,1976,856,16198,-7,4,53,-37.2,-0.1,1.6,15558.67783585739,0.0
136,1900-01-01 21:52:30.000,21.797152,39.075066,0.0,1890,560,15426,-3,-4,40,-37.48,-0.57,1.68,16002.963975464045,0.0
137,1900-01-01 21:52:30.100,21.797152,39.075066,0.0,1838,560,15204,-3,-2,25,-37.63,-0.92,1.76,15993.267958738139,0.0
138,1900-01-01 21:52:30.200,21.797152,39.075066,0.0,1672,964,15874,4,-5,6,-37.7,-1.28,1.85,15971.632978502856,0.0
139,1900-01-01 21:52:30.300,21.797152,39.075066,0.0,468,650,16312,-5,-5,-5,-37.7,-1.53,1.92,16188.459099000127,0.0
140,1900-01-01 21:52:30.400,21.797152,39.075066,0.0,-676,30,16326,-19,-9,5,-37.69,-1.32,1.72,16315.770652960282,0.0
141,1900-01-01 21:52:30.500,21.797152,39.075069,0.0,-596,-96,16172,-3,-3,1,-37.72,-0.99,1.49,16312.695424116764,0.00031
142,1900-01-01 21:52:30.600,21.797152,39.075069,0.0,318,148,16858,3,3,-7,-37.7,-0.92,1.39,16331.863580130714,0.0
143,1900-01-01 21:52:30.700,21.797152,39.075069,0.0,28,204,16054,-4,-5,4,-37.7,-0.89,1.3,16172.70144410018,0.0
144,1900-01-01 21:52:30.800,21.797152,39.075069,0.0,-434,56,16714,3,2,-2,-37.72,-0.73,1.23,16216.699540905356,0.0
145,1900-01-01 21:52:30.900,21.797152,39.075069,0.0,248,308,15808,-2,3,-1,-37.7,-0.64,1.16,16217.925884649985,0.0
146,1900-01-01 21:52:31.000,21.797152,39.075069,0.0,-160,-190,16216,-2,2,4,-37.71,-0.63,1.07,16251.307639694722,0.0
147,1900-01-01 21:52:31.100,21.797152,39.075069,0.0,-362,192,17058,1,0,-3,-37.71,-0.53,0.99,16235.02510007299,0.0
148,1900-01-01 21:52:31.200,21.797152,39.075069,0.0,-34,130,16250,0,6,2,-37.71,-0.45,0.94,16250.507192084806,0.0
149,1900-01-01 21:52:31.300,21.797152,39.075069,0.0,-128,10,16234,-3,-2,4,-37.73,-0.42,0.86,16603.002379087946,0.0
150,1900-01-01 21:52:31.400,21.797152,39.075069,0.0,4,-60,16712,0,6,-1,-37.74,-0.37,0.81,16602.543780999345,0.0
151,1900-01-01 21:52:31.500,21.797152,39.075069,0.0,-226,244,16602,4,-2,-1,-37.73,-0.3,0.76,16602.525229614923,0.0
152,1900-01-01 21:52:31.600,21.797152,39.075069,0.0,126,132,16844,-1,2,0,-37.75,-0.22,0.73,16604.271016819737,0.0
153,1900-01-01 21:52:31.700,21.797152,39.075069,0.0,196,256,16514,-2,1,-1,-37.73,-0.21,0.69,16516.96545979315,0.0
154,1900-01-01 21:52:31.800,21.797152,39.075069,0.0,290,406,16098,-2,0,1,-37.73,-0.24,0.68,16117.732346704359,0.0
155,1900-01-01 21:52:31.900,21.797152,39.075069,0.0,308,16,16116,-1,5,-4,-37.72,-0.31,0.7,16117.199756781572,0.0
156,1900-01-01 21:52:32.000,21.79715,39.075069,0.0,30,-194,15896,-2,-2,-8,-37.68,-0.38,0.68,16118.170119464554,0.000222
157,1900-01-01 21:52:32.100,21.79715,39.075069,0.0,-114,-378,16304,0,-6,-2,-37.65,-0.35,0.62,16304.979484807702,0.0
158,1900-01-01 21:52:32.200,21.79715,39.075069,0.0,264,148,16970,0,5,-5,-37.63,-0.35,0.58,16305.643317575667,0.0
159,1900-01-01 21:52:32.300,21.79715,39.075069,0.0,178,460,16964,-1,1,-8,-37.59,-0.33,0.56,16305.643317575667,0.0
160,1900-01-01 21:52:32.400,21.79715,39.075069,0.0,206,478,16066,-9,2,-4,-37.55,-0.32,0.55,16269.646953760244,0.0
161,1900-01-01 21:52:32.500,21.79715,39.075069,0.0,-102,2,15900,0,3,-5,-37.52,-0.31,0.53,16268.973907410387,0.0
162,1900-01-01 21:52:32.600,21.79715,39.075069,0.0,50,-156,16268,2,1,-10,-37.48,-0.32,0.53,16269.304348988004,0.0
163,1900-01-01 21:52:32.700,21.79715,39.075069,0.0,298,-78,17020,0,-1,-7,-37.43,-0.36,0.51,16678.66253630668,0.0
164,1900-01-01 21:52:32.800,21.79715,39.075069,0.0,402,488,16676,-3,-1,-4,-37.4,-0.4,0.46,16922.82635968354,0.0
165,1900-01-01 21:52:32.900,21.79715,39.075073,0.0,402,524,16912,-2,4,-5,-37.37,-0.43,0.44,16922.82635968354,0.000413
166,1900-01-01 21:52:33.000,21.79715,39.075073,0.0,358,536,17024,0,-1,-3,-37.34,-0.47,0.43,16686.979475027827,0.0
167,1900-01-01 21:52:33.100,21.79715,39.075073,0.0,116,6,16196,1,6,-2,-37.33,-0.52,0.4,16871.799666899795,0.0
168,1900-01-01 21:52:33.200,21.79715,39.075073,0.0,280,-310,16150,3,3,-2,-37.32,-0.57,0.37,16339.923378033325,0.0
169,1900-01-01 21:52:33.300,21.79715,39.075073,0.0,642,-40,16868,-1,-1,0,-37.31,-0.63,0.38,16198.469557337816,0.0
170,1900-01-01 21:52:33.400,21.79715,39.075073,0.0,400,348,16336,-3,2,3,-37.32,-0.68,0.36,16342.856788211784,0.0
171,1900-01-01 21:52:33.500,21.79715,39.075073,0.0,250,-274,15738,-1,-1,5,-37.35,-0.76,0.33,16382.932704494639,0.0
172,1900-01-01 21:52:33.600,21.79715,39.075073,0.0,386,-274,16378,-1,-1,10,-37.39,-0.79,0.28,16340.93608089818,0.0
173,1900-01-01 21:52:33.700,21.79715,39.075073,0.0,540,112,17312,-5,6,16,-37.47,-0.84,0.23,16383.735959786462,0.0
174,1900-01-01 21:52:33.800,21.79715,39.075073,0.0,432,-36,16246,0,1,17,-37.56,-0.89,0.21,16383.813719644153,0.0
175,1900-01-01 21:52:33.900,21.79715,39.075073,0.0,580,92,16892,-2,1,19,-37.68,-0.95,0.2,16251.86093959704,0.0
176,1900-01-01 21:52:34.000,21.79715,39.075073,0.0,214,62,16050,-3,-2,25,-37.82,-0.96,0.17,16089.84076987712,0.0
177,1900-01-01 21:52:34.100,21.79715,39.075073,0.0,266,-362,16024,-3,-1,31,-37.97,-0.98,0.1,16053.083192957047,0.0
178,1900-01-01 21:52:34.200,21.79715,39.075073,0.0,510,-168,16084,-5,-1,36,-38.18,-1.02,0.03,16053.23581088872,0.0
179,1900-01-01 21:52:34.300,21.79715,39.075073,0.0,230,-310,15372,10,0,43,-38.45,-1.08,-0.04,16035.110726153405,0.0
180,1900-01-01 21:52:34.400,21.79715,39.075073,0.0,960,-182,16268,-2,0,53,-38.71,-1.16,-0.06,16115.605976816385,0.0
181,1900-01-01 21:52:34.500,21.79715,39.075073,0.0,984,-322,15938,3,0,63,-39.07,-1.3,-0.1,16300.680353899343,0.0
182,1900-01-01 21:52:34.600,21.79715,39.075073,0.0,1016,-462,16394,2,-1,73,-39.48,-1.43,-0.16,16300.912980566456,0.0
183,1900-01-01 21:52:34.700,21.79715,39.075073,0.0,1060,-174,17086,3,1,85,-39.96,-1.55,-0.22,16427.946189344548,0.0
184,1900-01-01 21:52:34.800,21.79715,39.075073,0.0,884,-382,15630,-3,-7,97,-40.52,-1.67,-0.29,16422.35330273953,0.0
185,1900-01-01 21:52:34.900,21.79715,39.075073,0.0,766,-386,16518,5,4,104,-41.14,-1.75,-0.35,16546.047987359398,0.0
186,1900-01-01 21:52:35.000,21.79715,39.075073,0.0,858,-388,16098,4,-3,118,-41.88,-1.84,-0.4,16125.37416620154,0.0
187,1900-01-01 21:52:35.100,21.79715,39.075073,0.0,1052,-380,16568,2,-8,124,-42.55,-1.91,-0.39,16544.05198251021,0.0
188,1900-01-01 21:52:35.200,21.79715,39.075073,0.0,800,-174,16052,-1,-7,128,-43.31,-1.98,-0.39,16425.01482495526,0.0
189,1900-01-01 21:52:35.300,21.79715,39.075073,0.0,844,-472,16674,-2,-2,140,-44.11,-2.01,-0.42,16500.79016289826,0.0
190,1900-01-01 21:52:35.400,21.79715,39.075073,0.0,986,-494,16398,-2,-3,150,-45.01,-2.04,-0.49,16499.790180484113,0.0
191,1900-01-01 21:52:35.500,21.79715,39.075073,0.0,996,-418,16466,4,-3,150,-45.92,-2.13,-0.56,16709.795211192744,0.0
192,1900-01-01 21:52:35.600,21.79715,39.075073,0.0,944,-540,16970,9,-7,163,-46.87,-2.18,-0.59,16502.890292309407,0.0
